Suburb,Address,Rooms,Type,Price,Postcode,Bedrooms,Bathrooms,LandSize,BuildingArea,YearBuilt,CouncilArea,Region,PropertyCount
Flemington,5/30 Finsbury St,2,u,2935514,3031,3,1,482,168,1969,Melbourne City Council,Northern Metropolitan,3593
Footscray,2/30 Eldridge St,2,u,6015485,3011,2,1,482,220,1970,Maribyrnong City Council,Western Metropolitan,7570
Footscray,19 Shepherd St,3,h,9157533,3011,3,1,240,168,1969,Maribyrnong City Council,Western Metropolitan,7570
Footscray,46b Wolverhampton St,2,t,367919,3011,3,1,482,168,1969,Maribyrnong City Council,Western Metropolitan,7570
Forest Hill,1 Boeing Ct,3,h,9752060,3131,3,2,482,145,1970,Whitehorse City Council,Eastern Metropolitan,4385
Forest Hill,41 Parkmore Rd,4,h,8752364,3131,4,2,587,168,1969,Whitehorse City Council,Eastern Metropolitan,4385
Frankston,13 Brooklyn Av,4,h,2062844,3199,4,1,876,168,1969,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,92 Frank St,3,h,603136,3199,3,2,602,138,1970,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,5 Miranda Pl,4,h,6474586,3199,4,2,710,168,1969,Frankston City Council,South-Eastern Metropolitan,17055
Frankston South,49 Fleetwood Cr,2,h,7867208,3199,2,1,894,168,1969,Frankston City Council,South-Eastern Metropolitan,7566
Frankston South,13 Leslie St,4,h,9846803,3199,4,2,536,180,1965,Frankston City Council,South-Eastern Metropolitan,7566
Gisborne,1/109 Aitken St,3,h,5961752,3437,3,1,482,168,1969,Macedon Ranges Shire Council,Northern Victoria,3376
Gisborne,13/109 Aitken St,3,h,9188638,3437,3,1,482,168,1969,Macedon Ranges Shire Council,Northern Victoria,3376
Gisborne,6 Morand St,4,h,7085128,3437,3,1,482,168,1969,Macedon Ranges Shire Council,Northern Victoria,3376
Gisborne,7 Wyralla Cr,6,h,2082726,3437,6,2,1301,168,1969,Macedon Ranges Shire Council,Northern Victoria,3376
Glen Huntly,2/1204 Glen Huntly Rd,2,t,2536400,3163,2,1,482,168,1969,Glen Eira City Council,Southern Metropolitan,2403
Glen Huntly,1/123 Grange Rd,1,u,1531616,3163,1,1,482,168,1969,Glen Eira City Council,Southern Metropolitan,2403
Glen Iris,11 Allaville Av,3,h,3636665,3146,3,2,482,214,1930,Boroondara City Council,Southern Metropolitan,10412
Glen Iris,5 Gatis St,3,h,2097931,3146,3,2,692,168,1969,Boroondara City Council,Southern Metropolitan,10412
Glen Iris,15 Leopold St,3,h,5464514,3146,3,1,284,168,1969,Boroondara City Council,Southern Metropolitan,10412
Glen Iris,11 Lincoln St,3,h,4140818,3146,3,3,615,249,2006,Boroondara City Council,Southern Metropolitan,10412
Glen Iris,3/1690 Malvern Rd,2,u,4635766,3146,2,1,482,168,1969,Boroondara City Council,Southern Metropolitan,10412
Glen Iris,10/1705 Malvern Rd,1,u,6909687,3146,1,1,482,68,2012,Boroondara City Council,Southern Metropolitan,10412
Glen Iris,1/16 Osborne Av,2,t,10573163,3146,2,2,704,168,1969,Boroondara City Council,Southern Metropolitan,10412
Glen Iris,1/5 Queens Pde,2,u,2319755,3146,2,1,482,168,1969,Boroondara City Council,Southern Metropolitan,10412
Glen Iris,1A Rosemary Gr,3,t,3461579,3146,3,2,344,168,1969,Boroondara City Council,Southern Metropolitan,10412
Glen Iris,111 Tooronga Rd,2,h,10882241,3146,2,2,241,168,1969,Boroondara City Council,Southern Metropolitan,10412
Glen Iris,324 Warrigal Rd,3,h,8790169,3146,3,2,482,168,1969,Boroondara City Council,Southern Metropolitan,10412
Glen Waverley,31 Chapman Bvd,3,h,6312212,3150,3,2,714,164,1973,Monash City Council,Eastern Metropolitan,15321
Glen Waverley,22 Creswick St,5,h,1298998,3150,5,3,770,179,1972,Monash City Council,Eastern Metropolitan,15321
Glen Waverley,45 Kennedy St,3,h,9892472,3150,3,1,727,168,1969,Monash City Council,Eastern Metropolitan,15321
Glen Waverley,40 Leicester Av,5,h,4943311,3150,5,3,735,325,2015,Monash City Council,Eastern Metropolitan,15321
Glen Waverley,50 Madigan Dr,5,h,6308119,3150,5,2,718,237,1980,Monash City Council,Eastern Metropolitan,15321
Glen Waverley,5 Myers Av,4,h,7665846,3150,4,2,715,168,1969,Monash City Council,Eastern Metropolitan,15321
Glen Waverley,2/47 Panoramic Gr,3,h,9821858,3150,3,1,482,120,1994,Monash City Council,Eastern Metropolitan,15321
Glen Waverley,6B Rowitta Dr,4,h,10169062,3150,4,2,482,177,2000,Monash City Council,Eastern Metropolitan,15321
Glen Waverley,424A Springvale Rd,3,h,5065877,3150,3,1,482,168,1969,Monash City Council,Eastern Metropolitan,15321
Glen Waverley,4/20 Tulloch Gr,3,h,4443064,3150,3,2,482,131,2000,Monash City Council,Eastern Metropolitan,15321
Glen Waverley,5A York St,3,t,4311088,3150,3,2,482,168,1969,Monash City Council,Eastern Metropolitan,15321
Glenroy,76 Daley St,2,h,11147306,3046,2,1,589,168,1969,Moreland City Council,Northern Metropolitan,8870
Glenroy,2/30 Gladstone Pde,3,t,8945095,3046,3,1,482,115,2009,Moreland City Council,Northern Metropolitan,8870
Glenroy,30 Hillcrest Rd,4,h,3588731,3046,4,1,696,168,1969,Moreland City Council,Northern Metropolitan,8870
Glenroy,77 Hubert Av,2,h,7883509,3046,2,1,707,168,1960,Moreland City Council,Northern Metropolitan,8870
Glenroy,2/9 McDonald Pl,3,t,3914073,3046,3,1,482,168,1969,Moreland City Council,Northern Metropolitan,8870
Glenroy,15 Tarana Av,3,h,5135445,3046,3,1,482,168,1969,Moreland City Council,Northern Metropolitan,8870
Glenroy,28 Tarana Av,3,h,5157910,3046,3,2,482,151,1960,Moreland City Council,Northern Metropolitan,8870
Greensborough,70 Alexandra St,3,h,6725619,3088,3,1,482,157,1970,Banyule City Council,Northern Metropolitan,8524
Greensborough,5 Baranbali Gr,4,h,3099402,3088,4,2,482,195,1979,Banyule City Council,Northern Metropolitan,8524
Greensborough,34 Crana Gr,3,h,3446503,3088,3,2,587,200,1979,Banyule City Council,Northern Metropolitan,8524
Greensborough,5 Larcom Ct,3,h,376722,3088,3,1,482,168,1969,Banyule City Council,Northern Metropolitan,8524
Greensborough,6 Murumba St,4,h,2487443,3088,4,2,734,211,1980,Banyule City Council,Northern Metropolitan,8524
Greensborough,19 Wolangi Ct,4,h,4749723,3088,4,2,482,168,1969,Banyule City Council,Northern Metropolitan,8524
Greenvale,78 Kirkham Dr,5,h,3225641,3059,5,3,482,347,2011,Hume City Council,Northern Metropolitan,4864
Greenvale,17 Lancaster Ct,4,h,3384342,3059,3,1,482,168,1969,Hume City Council,Northern Metropolitan,4864
Greenvale,24 Posy St,5,h,10949343,3059,5,2,512,239,2014,Hume City Council,Northern Metropolitan,4864
Hallam,39 Alexander St,3,h,6073272,3803,3,1,819,168,1969,Casey City Council,South-Eastern Metropolitan,3728
Hampton,4 Bolton Av,3,h,1531461,3188,3,2,604,168,1969,Bayside City Council,Southern Metropolitan,5454
Hampton,16 Conifer St,3,h,8568959,3188,3,1,627,168,1969,Bayside City Council,Southern Metropolitan,5454
Hampton,2/46 Earlsfield Rd,3,t,1188793,3188,3,1,482,126,1985,Bayside City Council,Southern Metropolitan,5454
Hampton,41 Grout St,4,h,9242874,3188,4,2,620,168,1993,Bayside City Council,Southern Metropolitan,5454
Hampton,49 Ludstone St,4,h,5721882,3188,4,2,482,289,1990,Bayside City Council,Southern Metropolitan,5454
Hampton,15 May St,4,h,1486375,3188,4,2,412,423,1940,Bayside City Council,Southern Metropolitan,5454
Hampton,102 Willis St,3,h,9905141,3188,3,1,464,147,1948,Bayside City Council,Southern Metropolitan,5454
Hampton East,19a Apex Av,2,u,1391863,3188,3,1,482,168,1969,Bayside City Council,Southern Metropolitan,2356
Hampton East,2/6 Bartlett St,2,u,618092,3188,2,1,482,168,1950,Bayside City Council,Southern Metropolitan,2356
Hampton East,11 Keiller St,3,h,8938113,3188,3,2,465,168,1969,Bayside City Council,Southern Metropolitan,2356
Hampton East,32 Lonsdale Av,2,t,946559,3188,2,1,234,168,1969,Bayside City Council,Southern Metropolitan,2356
Hawthorn,357 Auburn Rd,4,h,2739540,3122,4,3,649,227,1920,Boroondara City Council,Southern Metropolitan,11308
Hawthorn,16 Hill St,4,h,6193928,3122,4,3,482,857,1930,Boroondara City Council,Southern Metropolitan,11308
Hawthorn,1/32 Liddiard St,2,u,1211079,3122,2,1,482,168,1969,Boroondara City Council,Southern Metropolitan,11308
Hawthorn,10/24 Muir St,2,u,2581904,3122,2,1,482,168,1969,Boroondara City Council,Southern Metropolitan,11308
Hawthorn,61 Power St,4,h,8913684,3122,4,2,750,232,1890,Boroondara City Council,Southern Metropolitan,11308
Hawthorn,11 Urquhart St,4,h,9522304,3122,4,3,482,225,1926,Boroondara City Council,Southern Metropolitan,11308
Hawthorn,25 William St,3,h,7550680,3122,3,1,216,104,1890,Boroondara City Council,Southern Metropolitan,11308
Hawthorn East,4/456 Barkers Rd,3,t,6598678,3123,3,1,482,168,1969,Boroondara City Council,Southern Metropolitan,6482
Hawthorn East,27 Burwood Av,5,h,1139595,3123,5,3,482,327,1880,Boroondara City Council,Southern Metropolitan,6482
Hawthorn East,9 Jaques St,4,h,9079323,3123,4,2,694,195,1938,Boroondara City Council,Southern Metropolitan,6482
Hawthorn East,3/38 Mayston St,2,u,10516283,3123,2,1,482,59,1960,Boroondara City Council,Southern Metropolitan,6482
Heathmont,1/270 Canterbury Rd,3,t,3918373,3135,3,2,482,133,2009,Maroondah City Council,Eastern Metropolitan,3794
Heathmont,5 Marden Pl,4,h,7508488,3135,4,2,442,207,2016,Maroondah City Council,Eastern Metropolitan,3794
Heathmont,13 Stoda St,3,h,9891514,3135,3,2,800,168,1969,Maroondah City Council,Eastern Metropolitan,3794
Heidelberg West,122 Altona St,3,h,1365668,3081,3,2,605,168,1969,Banyule City Council,Eastern Metropolitan,2674
Heidelberg West,2/14 Koitaki Ct,2,u,7911618,3081,2,1,482,168,1998,Banyule City Council,Eastern Metropolitan,2674
Heidelberg West,158 Liberty Pde,5,h,2867392,3081,5,2,482,168,1969,Banyule City Council,Eastern Metropolitan,2674
Highett,21 Noyes St,4,h,108988,3190,4,2,482,176,1950,Bayside City Council,Southern Metropolitan,4794
Highett,6 Train St,3,t,3387941,3190,3,3,482,168,1969,Bayside City Council,Southern Metropolitan,4794
Hillside,110 Allenby Rd,4,h,9559367,3037,4,2,480,120,2003,Brimbank City Council,Western Metropolitan,5556
Hillside,3 Dryburgh Pl,3,h,3745518,3037,3,2,719,155,2000,Brimbank City Council,Western Metropolitan,5556
Hillside,42 Langmore Dr,3,h,1217764,3037,3,1,482,168,1969,Brimbank City Council,Western Metropolitan,5556
Hoppers Crossing,13 Doynton Pde,3,h,7648340,3029,3,1,592,168,1969,Wyndham City Council,Western Metropolitan,13830
Hoppers Crossing,39 Ironbark Dr,3,h,9078389,3029,3,2,482,127,2007,Wyndham City Council,Western Metropolitan,13830
Hoppers Crossing,46 Ironbark Dr,5,h,765001,3029,5,3,657,168,1998,Wyndham City Council,Western Metropolitan,13830
Hoppers Crossing,9 Matthew Cl,4,h,3940813,3029,4,2,452,134,1993,Wyndham City Council,Western Metropolitan,13830
Hoppers Crossing,17 McCormack Cr,4,h,7500445,3029,4,2,872,168,1969,Wyndham City Council,Western Metropolitan,13830
Hoppers Crossing,113 Powell Dr,3,h,6379617,3029,3,1,482,168,1969,Wyndham City Council,Western Metropolitan,13830
Hoppers Crossing,525 Sayers Rd,4,h,7116208,3029,4,2,4087,168,1969,Wyndham City Council,Western Metropolitan,13830
Hoppers Crossing,26 Strickland Av,3,h,2928539,3029,3,1,580,168,1969,Wyndham City Council,Western Metropolitan,13830
Hughesdale,2/1091 North Rd,4,t,924437,3166,4,3,482,180,2014,Monash City Council,Southern Metropolitan,3145
Ivanhoe,1/9 Merther Rd,3,t,9161442,3079,3,1,482,86,1950,Banyule City Council,Eastern Metropolitan,5549
Ivanhoe,21 Townsend St,4,h,10369253,3079,4,2,482,288,1920,Banyule City Council,Eastern Metropolitan,5549
Ivanhoe,209 Waterdale Rd,3,h,8090289,3079,3,2,482,157,1915,Banyule City Council,Eastern Metropolitan,5549
Jacana,17 Emu Pde,3,h,8329680,3047,3,1,622,87,1960,Hume City Council,Northern Metropolitan,851
Jacana,18 Freeland Gr,3,h,9253066,3047,3,1,540,168,1969,Hume City Council,Northern Metropolitan,851
Jacana,37 Lorraine Cr,3,h,10420047,3047,3,1,482,168,1969,Hume City Council,Northern Metropolitan,851
Keilor,6 Riverside Av,3,h,2401233,3036,3,2,725,225,1970,Brimbank City Council,Western Metropolitan,2339
Keilor East,16 Ash Gr,4,h,5373149,3033,4,4,538,127,1990,Brimbank City Council,Western Metropolitan,5629
Keilor East,11 Byron Av,3,h,3694853,3033,3,1,482,168,1969,Brimbank City Council,Western Metropolitan,5629
Keilor East,60 Roberts St,3,h,6875516,3033,3,3,482,168,1980,Brimbank City Council,Western Metropolitan,5629
Keilor East,11 Wunnamurra Dr,3,h,2906365,3033,3,1,613,168,1969,Brimbank City Council,Western Metropolitan,5629
Keilor Lodge,3/7 Lossi Ct,2,u,1179027,3038,2,2,482,168,2013,Brimbank City Council,Western Metropolitan,570
Kensington,12 Calwell St,1,t,6368485,3031,1,1,482,64,1998,Melbourne City Council,Northern Metropolitan,5263
Kensington,16 Smith St,3,t,4689752,3031,3,1,482,168,1969,Melbourne City Council,Northern Metropolitan,5263
Kew,14 Atkins St,4,h,2323238,3101,4,3,481,168,1969,Boroondara City Council,Southern Metropolitan,10331
Kew,3/11 Davis St,2,u,10610384,3101,2,1,482,168,1970,Boroondara City Council,Southern Metropolitan,10331
Kew,117 Edgevale Rd,3,h,5175666,3101,3,1,482,168,1969,Boroondara City Council,Southern Metropolitan,10331
Kew,48 Edgevale Rd,3,h,443021,3101,3,4,482,168,1920,Boroondara City Council,Southern Metropolitan,10331
Kew,13 Ermington Pl,6,h,1070637,3101,6,4,482,229,1993,Boroondara City Council,Southern Metropolitan,10331
Kew,8 Hansen St,4,h,8888236,3101,4,2,743,252,1970,Boroondara City Council,Southern Metropolitan,10331
Kew,2/11 Hartington St,2,u,7240252,3101,2,1,482,168,1970,Boroondara City Council,Southern Metropolitan,10331
Kew,2/17 Marshall Av,3,h,4594064,3101,3,2,460,168,2000,Boroondara City Council,Southern Metropolitan,10331
Kew,8 Moreton Cl,4,h,5504093,3101,4,4,482,168,2014,Boroondara City Council,Southern Metropolitan,10331
Kew,3/9 Peel St,2,u,3707192,3101,2,2,482,78,2000,Boroondara City Council,Southern Metropolitan,10331
Kew,3 Ridgeway Av,4,h,6423185,3101,4,1,644,212,1899,Boroondara City Council,Southern Metropolitan,10331
Kew,130 Sackville St,5,h,4955294,3101,5,4,892,168,1917,Boroondara City Council,Southern Metropolitan,10331
Kew,5 Second Av,5,h,4861578,3101,5,2,650,168,1933,Boroondara City Council,Southern Metropolitan,10331
Kew,5 Stoke Av,5,h,4094596,3101,5,5,482,414,2007,Boroondara City Council,Southern Metropolitan,10331
Kew East,115 Belford Rd,3,h,518908,3102,3,1,650,168,1969,Boroondara City Council,Southern Metropolitan,2671
Kew East,18 McConchie Av,4,h,9819804,3102,4,2,701,168,1969,Boroondara City Council,Southern Metropolitan,2671
Kew East,50 Windella Av,3,h,1400787,3102,3,2,741,168,1969,Boroondara City Council,Southern Metropolitan,2671
Kew East,5 Woodlands Av,2,h,10853766,3102,2,1,422,88,1940,Boroondara City Council,Southern Metropolitan,2671
Kew East,22 Woolcock Av,3,h,611409,3102,3,1,676,160,1925,Boroondara City Council,Southern Metropolitan,2671
Keysborough,44 Kingsclere Av,3,h,6953238,3173,3,1,482,168,1969,Greater Dandenong City Council,South-Eastern Metropolitan,8459
Keysborough,1 Laidlaw Ct,3,h,6179627,3173,3,1,482,168,1969,Greater Dandenong City Council,South-Eastern Metropolitan,8459
Kilsyth,9 Durham Rd,6,h,9468456,3137,3,1,482,168,1969,Maroondah City Council,Eastern Metropolitan,4654
Kingsville,70 Chirnside St,4,h,8907283,3012,4,1,276,118,1915,Maribyrnong City Council,Western Metropolitan,1808
Kingsville,2/23 Kingsville St,3,t,9352921,3012,3,1,482,23,2006,Maribyrnong City Council,Western Metropolitan,1808
Kingsville,5 Wales St,3,h,5391548,3012,3,2,275,282,1940,Maribyrnong City Council,Western Metropolitan,1808
Lalor,2 Blackwood St,3,h,5918058,3075,3,1,852,168,1969,Whittlesea City Council,Northern Metropolitan,8279
Lalor,6 Everest Ct,3,h,4039012,3075,3,1,570,168,1969,Whittlesea City Council,Northern Metropolitan,8279
Lower Plenty,12 Byron Av,3,h,7051376,3093,3,2,482,128,1970,Banyule City Council,Eastern Metropolitan,1624
MacLeod,2/7 Cherry St,3,h,2567118,3085,3,1,482,168,1969,Banyule City Council,Northern Metropolitan,4168
MacLeod,31 Stewart Tce,2,h,7781176,3085,3,1,482,168,1969,Banyule City Council,Northern Metropolitan,4168
Maidstone,1/19 Burns St,2,t,2111978,3012,3,1,482,168,1969,Maribyrnong City Council,Western Metropolitan,3873
Maidstone,2/12 Janson St,2,t,2520564,3012,2,1,482,168,2010,Maribyrnong City Council,Western Metropolitan,3873
Malvern,4 Elizabeth St,4,h,10487318,3144,4,3,311,220,2004,Stonnington City Council,Southern Metropolitan,4675
Malvern,5/355 Glenferrie Rd,2,u,5697764,3144,2,1,482,93,1970,Stonnington City Council,Southern Metropolitan,4675
Malvern,27 McArthur St,3,h,9455048,3144,3,2,482,300,2003,Stonnington City Council,Southern Metropolitan,4675
Malvern,32 Milton Pde,4,t,10593943,3144,4,2,357,270,2015,Stonnington City Council,Southern Metropolitan,4675
Malvern,2/102 Stanhope St,2,u,4570183,3144,2,1,482,168,1970,Stonnington City Council,Southern Metropolitan,4675
Malvern,213 Wattletree Rd,3,h,2831278,3144,3,2,482,163,1920,Stonnington City Council,Southern Metropolitan,4675
Malvern,27 Wheatland Rd,4,h,4978437,3144,4,2,561,285,1969,Stonnington City Council,Southern Metropolitan,4675
Malvern East,3/77 Darling Rd,3,h,4646321,3145,3,1,482,117,2002,Stonnington City Council,Southern Metropolitan,8801
Malvern East,13 Douglas St,3,h,4258564,3145,3,1,307,168,1969,Stonnington City Council,Southern Metropolitan,8801
Malvern East,3/28 Ferncroft Av,2,u,8172785,3145,2,1,482,168,1969,Stonnington City Council,Southern Metropolitan,8801
Malvern East,30 Tooronga Rd,3,h,9881315,3145,3,1,482,168,1969,Stonnington City Council,Southern Metropolitan,8801
Malvern East,104/333 Wattletree Rd,2,u,5491829,3145,2,2,482,168,1969,Stonnington City Council,Southern Metropolitan,8801
Maribyrnong,218/5 Ordnance Res,2,u,4149023,3032,2,1,482,168,1969,Maribyrnong City Council,Western Metropolitan,4918
Maribyrnong,13 Vista Ri,3,t,2293606,3032,3,1,482,168,1969,Maribyrnong City Council,Western Metropolitan,4918
McKinnon,2a Ellindale Av,3,h,8875516,3204,3,1,482,168,1969,Glen Eira City Council,Southern Metropolitan,2397
Meadow Heights,25 Darebin Ct,3,h,7873368,3048,3,1,784,95,1978,Hume City Council,Northern Metropolitan,4704
Melbourne,408/225 Elizabeth St,2,u,2692577,3000,3,1,482,168,1969,Melbourne City Council,Northern Metropolitan,17496
Melbourne,11/8 Louise St,2,u,7754677,3000,3,1,482,168,1969,Melbourne City Council,Northern Metropolitan,17496
Melbourne,806/19 Queens Rd,4,u,5229844,3000,3,1,482,168,1969,Melbourne City Council,Northern Metropolitan,17496
Melbourne,410/23 Queens Rd,2,u,2725480,3000,3,1,482,168,1969,Melbourne City Council,Northern Metropolitan,17496
Melbourne,7/458 St Kilda Rd,2,u,8995440,3000,3,1,482,168,1969,Melbourne City Council,Northern Metropolitan,17496
Melton South,97 Exford Rd,3,h,3346613,3338,3,1,482,171,1975,Melton City Council,Western Victoria,4718
Melton South,5 Leggatt St,3,h,4998084,3338,3,1,482,119,1975,Melton City Council,Western Victoria,4718
Melton West,6 Floreat Pl,3,h,1825970,3337,3,1,650,168,1969,Melton City Council,Northern Victoria,6065
Melton West,12 Gloucester Wy,4,h,7789064,3337,4,1,482,172,1980,Melton City Council,Northern Victoria,6065
Mentone,1/131 Balcombe Rd,3,t,10022346,3194,3,3,248,166,2011,Kingston City Council,South-Eastern Metropolitan,6162
Mentone,11 Broome Av,3,h,2630446,3194,3,1,531,168,1969,Kingston City Council,South-Eastern Metropolitan,6162
Mentone,21 Chicquita Cct,3,t,10829818,3194,3,2,156,168,1969,Kingston City Council,South-Eastern Metropolitan,6162
Mentone,6/28 Florence St,2,t,1992244,3194,2,1,482,76,1970,Kingston City Council,South-Eastern Metropolitan,6162
Mentone,6/14 Milan St,2,u,4425603,3194,2,1,482,68,1960,Kingston City Council,South-Eastern Metropolitan,6162
Mentone,6/7 Rogers St,2,t,4486492,3194,2,1,482,89,1970,Kingston City Council,South-Eastern Metropolitan,6162
Middle Park,16/82 Patterson St,2,u,9782044,3206,2,1,482,67,1960,Port Phillip City Council,Southern Metropolitan,2019
Mill Park,2/33 Allwyn Cr,2,u,2179240,3082,2,1,265,168,1969,Whittlesea City Council,Northern Metropolitan,10529
Mill Park,57 Hawkes Dr,2,h,384070,3082,2,1,482,168,1969,Whittlesea City Council,Northern Metropolitan,10529
Mill Park,68 Heritage Dr,3,h,2576390,3082,3,1,640,168,1980,Whittlesea City Council,Northern Metropolitan,10529
Mill Park,39 Hurlstone Cr,3,h,8292672,3082,3,1,482,168,1969,Whittlesea City Council,Northern Metropolitan,10529
Mill Park,20 Mayfield Dr,4,h,5936288,3082,4,2,603,168,1969,Whittlesea City Council,Northern Metropolitan,10529
Mill Park,36/292 McKimmies Rd,4,t,3040031,3082,4,1,199,168,1969,Whittlesea City Council,Northern Metropolitan,10529
Mill Park,10 McLaughlin Cr,4,h,4966868,3082,4,2,482,174,1980,Whittlesea City Council,Northern Metropolitan,10529
Mill Park,16 Scullin Ct,3,h,6211232,3082,3,2,482,168,1969,Whittlesea City Council,Northern Metropolitan,10529
Mill Park,9 Taree Pl,4,h,4519791,3082,4,2,609,231,2003,Whittlesea City Council,Northern Metropolitan,10529
Mill Park,9 Valadero Ct,3,h,2982451,3082,3,1,588,168,1969,Whittlesea City Council,Northern Metropolitan,10529
Mitcham,55 Burnett St,4,h,8089299,3132,4,2,981,168,1969,Whitehorse City Council,Eastern Metropolitan,6871
Mitcham,46 Churinga Av,3,h,10330936,3132,3,2,625,168,1969,Whitehorse City Council,Eastern Metropolitan,6871
Mitcham,8 Haslemere Rd,4,h,5141795,3132,4,2,1175,245,2008,Whitehorse City Council,Eastern Metropolitan,6871
Mitcham,15a James Av,3,h,6081465,3132,3,1,482,168,1969,Whitehorse City Council,Eastern Metropolitan,6871
Mitcham,3 Moresby St,4,h,383269,3132,4,3,482,168,1969,Whitehorse City Council,Eastern Metropolitan,6871
Mitcham,16 Mountfield Rd,3,h,5414447,3132,3,1,613,168,1969,Whitehorse City Council,Eastern Metropolitan,6871
Mitcham,13 Willow Av,3,h,8835446,3132,3,1,680,168,1969,Whitehorse City Council,Eastern Metropolitan,6871
Mont Albert,9 Inglisby Rd,3,h,744156,3127,3,1,706,168,1969,Boroondara City Council,Eastern Metropolitan,2079
Mont Albert,1/11 Rowland St,3,t,1082895,3127,3,2,1153,168,1969,Boroondara City Council,Eastern Metropolitan,2079
Mont Albert,85 Victoria Cr,4,h,6030305,3127,4,3,402,277,1950,Boroondara City Council,Eastern Metropolitan,2079
Montmorency,21 Sackville St,4,h,6030143,3094,4,2,870,168,1969,Banyule City Council,Eastern Metropolitan,3891
Montmorency,2/38 Station Rd,2,u,801096,3094,2,1,482,168,1990,Banyule City Council,Eastern Metropolitan,3891
Moonee Ponds,1/3 Corio St,2,h,3349783,3039,2,1,482,102,1992,Moonee Valley City Council,Western Metropolitan,6232
Moonee Ponds,6/36 Gladstone St,2,u,11014491,3039,2,1,482,168,1969,Moonee Valley City Council,Western Metropolitan,6232
Moonee Ponds,6/128 Maribyrnong Rd,3,h,8554021,3039,3,1,482,168,1969,Moonee Valley City Council,Western Metropolitan,6232
Moonee Ponds,48 Vine St,4,h,4362990,3039,4,1,455,145,1920,Moonee Valley City Council,Western Metropolitan,6232
Moonee Ponds,113 Wilson St,3,h,7511378,3039,3,1,450,168,1969,Moonee Valley City Council,Western Metropolitan,6232
Moorabbin,2/10 Joan St,3,t,8951974,3189,3,1,482,168,1969,Kingston City Council,Southern Metropolitan,2555
Moorabbin,2/165 Wickham Rd,3,u,7023682,3189,3,2,301,117,1980,Kingston City Council,Southern Metropolitan,2555
Mooroolbark,1 Gould Pl,4,h,1057929,3138,4,4,892,172,1989,Yarra Ranges Shire Council,Eastern Victoria,8280
Mooroolbark,5 Wilde Ct,3,h,9105853,3138,3,1,926,168,1950,Yarra Ranges Shire Council,Eastern Victoria,8280
Mordialloc,4/1 Ashmore Av,2,u,10494398,3195,2,1,482,93,1970,Kingston City Council,South-Eastern Metropolitan,3650
Mordialloc,1A Chute St,3,t,9568309,3195,3,2,254,161,2012,Kingston City Council,South-Eastern Metropolitan,3650
Mordialloc,1/460 Como Pde W,2,u,7240622,3195,3,1,482,168,1969,Kingston City Council,South-Eastern Metropolitan,3650
Mordialloc,5 Reys Cl,4,h,5748505,3195,4,2,656,168,1969,Kingston City Council,South-Eastern Metropolitan,3650
Mount Waverley,54 Doynton Pde,4,h,6748012,3149,4,3,482,168,1969,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,44 Essex Rd,4,h,1616756,3149,4,2,482,172,1963,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,37 Illuka Cr,5,h,5201683,3149,5,5,757,503,1975,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,72 Lechte Rd,4,h,2187739,3149,4,3,482,168,1969,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,15 Lynden Gr,4,h,6737712,3149,4,1,731,145,1970,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,11 Nicole St,5,h,6840769,3149,5,2,482,168,1969,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,14b Pall Mall,4,t,3871559,3149,3,1,482,168,1969,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,11 Pamela St,3,h,7749772,3149,3,2,730,168,1969,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,37 Pascall St,4,h,2757454,3149,4,2,695,160,1970,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,2/2 Una St,3,h,10743046,3149,3,2,482,168,1969,Monash City Council,Eastern Metropolitan,13366
Mulgrave,76 Hansworth St,3,h,2004541,3170,3,1,648,168,1969,Monash City Council,South-Eastern Metropolitan,7113
Mulgrave,12 Orion Ct,3,h,9091746,3170,3,2,753,168,1969,Monash City Council,South-Eastern Metropolitan,7113
Mulgrave,1 Sneddon Ct,4,h,3379279,3170,4,2,748,152,1996,Monash City Council,South-Eastern Metropolitan,7113
Murrumbeena,2/1248 Dandenong Rd,3,t,1754342,3163,3,2,482,168,1969,Glen Eira City Council,Southern Metropolitan,4442
Murrumbeena,43A Wallace Av,3,t,7185240,3163,3,1,482,168,1969,Glen Eira City Council,Southern Metropolitan,4442
Narre Warren,12 Emily Dr,4,h,5260654,3805,4,2,846,174,1996,Casey City Council,South-Eastern Metropolitan,9376
Narre Warren,1/7 Fleetwood Dr,2,u,6480558,3805,3,1,482,168,1969,Casey City Council,South-Eastern Metropolitan,9376
Newport,70 Anderson St,3,h,10755418,3015,3,2,343,110,1980,Hobsons Bay City Council,Western Metropolitan,5498
Newport,8 Brown St,4,h,9366563,3015,4,1,325,160,1983,Hobsons Bay City Council,Western Metropolitan,5498
Newport,343A Douglas Pde,3,t,7613467,3015,3,2,246,170,1998,Hobsons Bay City Council,Western Metropolitan,5498
