Suburb,Address,Date,Type,Bedroom2,Bathroom,Car,Price,Distance,Landsize,Lattitude,Postcode,Regionname
Gladstone Park,25 Nigel Cr,2017-10-14,house,4.0,3.0,2.0,740000.0,12.9,526.0,-37.68387,3043.0,Western Metropolitan
Yarraville,25 Norfolk St,2016-04-16,house,3.0,1.0,2.0,950000.0,7.0,240.0,-37.8202,3013.0,Western Metropolitan
Croydon,25 Norman Rd,2017-11-18,house,5.0,2.0,2.0,965000.0,23.0,,-37.787,3136.0,Eastern Metropolitan
Mill Park,25 Norwood Rd,2018-02-17,house,3.0,2.0,3.0,785000.0,17.9,614.0,-37.67426,3082.0,Northern Metropolitan
Doncaster,25 Outlook Dr,2016-11-27,house,3.0,1.0,2.0,1362000.0,13.9,798.0,-37.7894,3108.0,Eastern Metropolitan
Yarraville,25 Ovens St,2018-03-17,house,3.0,1.0,,855000.0,6.3,207.0,-37.81846,3013.0,Western Metropolitan
Richmond,25 Palmer St,2016-11-27,house,4.0,1.0,0.0,1775000.0,2.6,434.0,-37.8185,3121.0,Northern Metropolitan
Clayton,25 Panorama St,2017-06-17,house,3.0,1.0,1.0,1462000.0,16.7,816.0,-37.92027,3168.0,South-Eastern Metropolitan
Elsternwick,25 Park St,2018-03-03,house,4.0,2.0,1.0,2200000.0,7.2,408.0,-37.87979,3185.0,Southern Metropolitan
Preston,25 Pender St,2016-07-16,house,3.0,1.0,1.0,842000.0,8.8,398.0,-37.7372,3072.0,Northern Metropolitan
Elsternwick,25 Prentice St,2017-03-18,house,3.0,2.0,0.0,1500000.0,8.5,195.0,-37.8831,3185.0,Southern Metropolitan
Essendon North,25 Prince St,2017-09-16,unit,3.0,2.0,1.0,1170000.0,8.2,292.0,-37.73727,3041.0,Western Metropolitan
Reservoir,25 Ramleh Rd,2017-08-19,house,4.0,2.0,2.0,920000.0,12.0,743.0,-37.70848,3073.0,Northern Metropolitan
Sunshine West,25 Rautman Cr,2017-03-11,house,,,,550000.0,13.5,,,3020.0,Western Metropolitan
Keilor East,25 Regent St,2017-10-07,house,5.0,2.0,1.0,800000.0,11.7,532.0,-37.74318,3033.0,Western Metropolitan
Pascoe Vale,25 Rhodes Pde,2017-09-16,house,3.0,1.0,1.0,850000.0,8.5,712.0,-37.71594,3044.0,Northern Metropolitan
Keilor East,25 Riverside Pl,2017-11-18,house,3.0,2.0,1.0,730000.0,11.7,386.0,-37.7498,3033.0,Western Metropolitan
Brighton East,25 Robinson St,2016-11-19,house,4.0,3.0,2.0,2150000.0,10.7,614.0,-37.9186,3187.0,Southern Metropolitan
Kensington,25 Rogan La,2016-11-19,townhouse,2.0,1.0,3.0,700000.0,4.2,62.0,-37.7917,3031.0,Northern Metropolitan
Balwyn North,25 Rookwood St,2017-04-08,house,2.0,1.0,2.0,1900000.0,9.2,667.0,-37.7926,3104.0,Southern Metropolitan
Port Melbourne,25 Ross St,2017-09-09,house,2.0,1.0,1.0,1190000.0,3.5,,-37.83676,3207.0,Southern Metropolitan
Mulgrave,25 Rupert Dr,2017-09-23,house,3.0,1.0,2.0,840000.0,18.8,656.0,-37.93271,3170.0,South-Eastern Metropolitan
Keilor,25 Skyline Dr,2017-06-24,house,3.0,1.0,2.0,875000.0,14.5,722.0,-37.72302,3036.0,Western Metropolitan
St Kilda,25 Smith St,2017-03-18,house,2.0,1.0,0.0,1316000.0,6.1,215.0,-37.869,3182.0,Southern Metropolitan
Bentleigh,25 South Av,2017-06-03,house,,,,1500000.0,11.4,,,3204.0,Southern Metropolitan
Footscray,25 Southampton St,2016-12-03,house,3.0,1.0,0.0,840000.0,6.4,164.0,-37.7959,3011.0,Western Metropolitan
Boronia,25 Southey Rd,2017-11-25,house,,,,940000.0,25.0,,,3155.0,Eastern Metropolitan
Coburg North,25 Spectrum Wy,2017-03-04,house,,,,1180000.0,9.2,,,3058.0,Northern Metropolitan
Craigieburn,25 Spurr St,2018-02-03,house,4.0,1.0,2.0,511500.0,20.6,666.0,-37.59406,3064.0,Northern Metropolitan
Ascot Vale,25 Station Av,2016-06-04,house,,,,840000.0,5.9,,,3032.0,Western Metropolitan
Werribee,25 Swan St,2018-03-17,house,3.0,1.0,2.0,491500.0,14.7,514.0,-37.88318,3030.0,Western Metropolitan
Albion,25 Sydney St,2016-09-10,house,4.0,1.0,2.0,816000.0,13.9,837.0,-37.7825,3020.0,Western Metropolitan
Templestowe,25 Templemore Dr,2017-08-12,house,4.0,2.0,2.0,1350000.0,15.5,1025.0,-37.75334,3106.0,Eastern Metropolitan
Rowville,25 Tetragona Qd,2017-11-18,house,,,,1050000.0,23.5,,,3178.0,South-Eastern Metropolitan
Heathmont,25 The Boulevard,2017-08-26,house,3.0,1.0,2.0,795000.0,21.3,,-37.83092,3135.0,Eastern Metropolitan
Hampton,25 Thomas St,2016-12-03,townhouse,4.0,1.0,1.0,1500000.0,13.7,692.0,-37.9386,3188.0,Southern Metropolitan
Roxburgh Park,25 Thompson Cr,2018-02-10,house,3.0,1.0,1.0,451000.0,20.6,,-37.62316,3064.0,Northern Metropolitan
Maidstone,25 Thomson St,2017-05-13,house,3.0,1.0,2.0,873000.0,9.2,625.0,-37.7876,3012.0,Western Metropolitan
Bentleigh East,25 Thornton St,2016-11-12,house,3.0,2.0,2.0,920000.0,13.9,578.0,-37.9303,3165.0,Southern Metropolitan
West Footscray,25 Tucker St,2017-05-13,house,3.0,1.0,3.0,890000.0,8.2,334.0,-37.7916,3012.0,Western Metropolitan
Glen Waverley,25 Tulloch Gr,2018-02-24,house,5.0,2.0,2.0,1000000.0,16.7,362.0,-37.89877,3150.0,Eastern Metropolitan
South Yarra,25 Tyrone St,2018-03-03,house,3.0,2.0,,1595000.0,2.7,168.0,-37.84477,3141.0,Southern Metropolitan
Clayton,25 View St,2017-07-15,house,5.0,2.0,2.0,1115000.0,16.7,590.0,-37.92304,3168.0,South-Eastern Metropolitan
Croydon,25 View St,2018-01-06,house,3.0,1.0,1.0,655200.0,23.0,,-37.79623,3136.0,Eastern Metropolitan
Glen Waverley,25 Walter St,2017-07-22,house,3.0,1.0,1.0,1800000.0,16.7,729.0,-37.86954,3150.0,Eastern Metropolitan
Preston,25 Watson St,2016-05-28,house,2.0,1.0,1.0,715000.0,8.8,467.0,-37.7444,3072.0,Northern Metropolitan
Coburg,25 Webb St,2017-11-25,house,,,,1155000.0,6.7,,,3058.0,Northern Metropolitan
Heathmont,25 Westmore Dr,2017-09-09,house,5.0,2.0,2.0,932000.0,21.3,543.0,-37.83145,3135.0,Eastern Metropolitan
Bulleen,25 William St,2016-09-03,house,4.0,2.0,2.0,1235000.0,11.8,556.0,-37.7657,3105.0,Eastern Metropolitan
Hawthorn,25 William St,2017-09-16,house,3.0,1.0,0.0,1450000.0,5.3,216.0,-37.82031,3122.0,Southern Metropolitan
Coburg North,25 Williams Rd,2016-08-13,house,3.0,2.0,3.0,707000.0,9.2,556.0,-37.7305,3058.0,Northern Metropolitan
North Melbourne,25 Wilson Mw,2016-05-22,townhouse,,,,872000.0,2.3,,,3051.0,Northern Metropolitan
Moonee Ponds,25 Wilson St,2017-02-25,house,4.0,2.0,2.0,1505000.0,6.9,441.0,-37.7627,3039.0,Western Metropolitan
Oak Park,25 Winifred St,2017-11-25,house,3.0,1.0,2.0,891000.0,11.2,588.0,-37.7213,3046.0,Northern Metropolitan
Newport,25 Woods St,2017-11-18,house,,,,976000.0,6.2,,,3015.0,Western Metropolitan
Point Cook,25 Yuruga Bvd,2017-07-29,house,4.0,2.0,2.0,801000.0,14.7,628.0,-37.90622,3030.0,Western Metropolitan
Craigieburn,25/1 Brunswick Cr,2017-09-16,townhouse,,,,380000.0,20.6,,,3064.0,Northern Metropolitan
Reservoir,25/15 Seaver Gr,2017-10-07,unit,,,,481000.0,12.0,,,3073.0,Northern Metropolitan
Malvern,25/158 Wattletree Rd,2016-07-30,unit,,,,670000.0,7.4,,,3144.0,Southern Metropolitan
Hawthorn,25/178 Power St,2017-09-23,unit,2.0,1.0,1.0,609000.0,5.3,,-37.82606,3122.0,Southern Metropolitan
Flemington,25/2 Newmarket Wy,2016-12-03,townhouse,,,,553000.0,4.4,,,3031.0,Northern Metropolitan
Fairfield,25/262 Heidelberg Rd,2018-03-03,unit,,,,360000.0,5.7,,,3078.0,Northern Metropolitan
Ascot Vale,25/37 Ascot Vale Rd,2018-01-06,townhouse,,,,530000.0,4.3,,,3032.0,Western Metropolitan
Murrumbeena,25/41 Murrumbeena Rd,2018-02-17,unit,,,,650000.0,10.1,,,3163.0,Southern Metropolitan
Brunswick,25/5 Evans St,2017-05-13,townhouse,3.0,2.0,1.0,981000.0,5.2,122.0,-37.7698,3056.0,Northern Metropolitan
Brighton,25/568 New St,2017-12-09,unit,,,,437000.0,10.5,,,3186.0,Southern Metropolitan
Toorak,25/637 Orrong Rd,2017-08-26,unit,2.0,1.0,1.0,631000.0,4.1,,-37.8474,3142.0,Southern Metropolitan
Abbotsford,25/84 Trenerry Cr,2016-12-10,unit,,,,760000.0,2.5,,,3067.0,Northern Metropolitan
Malvern East,25/997 Dandenong Rd,2017-07-08,unit,,,,370000.0,8.4,,,3145.0,Southern Metropolitan
Brunswick,250 Albion St,2018-01-06,house,4.0,2.0,1.0,1200000.0,5.2,,-37.76042,3056.0,Northern Metropolitan
Fairfield,250 Arthur St,2016-08-28,house,3.0,1.0,3.0,1145000.0,5.8,590.0,-37.7673,3078.0,Northern Metropolitan
Burwood,250 Burwood Hwy,2017-05-27,house,3.0,1.0,0.0,1732000.0,10.4,646.0,-37.85049,3125.0,Southern Metropolitan
Heathmont,250 Canterbury Rd,2017-11-25,house,3.0,2.0,2.0,774000.0,21.3,,-37.8326,3135.0,Eastern Metropolitan
South Melbourne,250 Ferrars St,2017-09-16,house,1.0,1.0,0.0,855000.0,1.9,67.0,-37.8343,3205.0,Southern Metropolitan
Vermont South,250 Hawthorn Rd,2017-06-17,house,4.0,2.0,2.0,1050000.0,17.2,651.0,-37.84842,3133.0,Eastern Metropolitan
Abbotsford,250 Langridge St,2016-07-16,townhouse,,,,847000.0,2.5,,,3067.0,Northern Metropolitan
Heidelberg West,250 Oriel Rd,2017-02-11,house,3.0,1.0,0.0,808000.0,9.4,649.0,-37.7386,3081.0,Eastern Metropolitan
Flemington,250 Pinoak Cr,2016-04-16,house,,,,815000.0,4.4,,,3031.0,Northern Metropolitan
Port Melbourne,250 Ross St,2018-02-10,house,3.0,1.0,,1275000.0,3.5,132.0,-37.83339,3207.0,Southern Metropolitan
Cairnlea,250 Station Rd,2017-10-28,house,4.0,2.0,1.0,672000.0,14.8,,-37.75009,3023.0,Western Metropolitan
Ivanhoe East,250 The Boulevard,2017-10-28,house,4.0,2.0,2.0,2010000.0,7.8,750.0,-37.7785,3079.0,Eastern Metropolitan
Southbank,2503/109 Clarendon St,2016-08-13,unit,,,,380000.0,1.2,,,3006.0,Southern Metropolitan
Coburg,251 Bell St,2017-07-08,house,2.0,1.0,2.0,760000.0,6.7,378.0,-37.74011,3058.0,Northern Metropolitan
Pascoe Vale,251 Gaffney St,2017-02-25,house,4.0,1.0,1.0,820000.0,9.9,420.0,-37.7326,3044.0,Northern Metropolitan
Princes Hill,251 Richardson St,2017-07-01,house,,,,1930000.0,3.5,,,3054.0,Northern Metropolitan
Preston,252 Gower St,2018-03-17,house,3.0,1.0,1.0,1000000.0,8.4,353.0,-37.74064,3072.0,Northern Metropolitan
Preston,252 Raglan St,2016-05-28,house,3.0,2.0,3.0,1030000.0,8.8,427.0,-37.749,3072.0,Northern Metropolitan
Heidelberg West,253 Liberty Pde,2016-10-08,house,2.0,1.0,2.0,501500.0,9.4,538.0,-37.7405,3081.0,Eastern Metropolitan
Middle Park,253 Richardson St,2017-09-09,house,2.0,1.0,1.0,1500000.0,3.0,194.0,-37.8503,3206.0,Southern Metropolitan
Templestowe Lower,253 Thompsons Rd,2016-08-13,house,4.0,3.0,2.0,1000000.0,13.8,728.0,-37.768,3107.0,Eastern Metropolitan
Northcote,254 Clarke St,2017-11-25,house,2.0,1.0,2.0,1701000.0,5.3,461.0,-37.7773,3070.0,Northern Metropolitan
Carlton,254 Elgin St,2017-06-24,house,3.0,1.0,0.0,1000000.0,1.6,96.0,-37.79674,3053.0,Northern Metropolitan
Carlton,254 Faraday St,2016-05-07,house,2.0,2.0,2.0,1590000.0,1.8,100.0,-37.7983,3053.0,Northern Metropolitan
Heidelberg West,254 Liberty Pde,2017-07-22,house,4.0,2.0,2.0,590000.0,8.8,409.0,-37.74033,3081.0,Eastern Metropolitan
Carnegie,254 Neerim Rd,2016-08-06,house,1.0,2.0,2.0,1350000.0,11.4,265.0,-37.8881,3163.0,Southern Metropolitan
Fairfield,254 Rathmines St,2016-05-22,house,4.0,3.0,2.0,2000000.0,5.8,575.0,-37.7671,3078.0,Northern Metropolitan
Templestowe Lower,254 Thompsons Rd,2017-04-22,house,4.0,2.0,2.0,1302000.0,13.8,650.0,-37.7686,3107.0,Eastern Metropolitan
Westmeadows,254 Wright St,2017-10-21,house,3.0,1.0,1.0,616000.0,16.5,829.0,-37.6768,3049.0,Northern Metropolitan
Richmond,255 Coppin St,2016-10-08,house,3.0,1.0,2.0,1275000.0,2.6,204.0,-37.8285,3121.0,Northern Metropolitan
Brunswick East,255 Edward St,2017-10-07,house,2.0,1.0,1.0,1200000.0,4.0,182.0,-37.77523,3057.0,Northern Metropolitan
Surrey Hills,255 Elgar Rd,2016-09-10,house,4.0,2.0,2.0,1300000.0,11.2,809.0,-37.8337,3127.0,Southern Metropolitan
Port Melbourne,255 Ross St,2016-11-07,house,4.0,2.0,1.0,1820000.0,3.8,212.0,-37.8331,3207.0,Southern Metropolitan
South Melbourne,256 Bank St,2017-10-21,house,4.0,2.0,2.0,1850000.0,1.9,132.0,-37.8349,3205.0,Southern Metropolitan
Abbotsford,256 Langridge St,2017-07-01,house,,,,1350000.0,3.0,,,3067.0,Northern Metropolitan
Fitzroy North,256 Park St,2017-12-09,house,3.0,1.0,1.0,1710000.0,3.6,,-37.78067,3068.0,Northern Metropolitan
Brunswick East,256 Stewart St,2017-03-04,house,3.0,2.0,2.0,930000.0,4.5,138.0,-37.7658,3057.0,Northern Metropolitan
Malvern East,256 Waverley Rd,2018-03-03,house,4.0,3.0,3.0,2100000.0,8.4,569.0,-37.87709,3145.0,Southern Metropolitan
Southbank,256/22 Kavanagh St,2017-09-23,unit,,,,567500.0,0.7,,-37.82293,3006.0,Southern Metropolitan
Fitzroy,257 George St,2017-10-28,house,4.0,2.0,1.0,2200000.0,2.1,,-37.80146,3065.0,Northern Metropolitan
Heidelberg West,257 Liberty Pde,2016-05-28,house,3.0,1.0,1.0,507000.0,9.4,536.0,-37.7403,3081.0,Eastern Metropolitan
South Melbourne,257 Moray St,2018-02-17,house,3.0,3.0,3.0,2200000.0,1.9,111.0,-37.83389,3205.0,Southern Metropolitan
Fitzroy,258 Napier St,2016-04-16,house,3.0,2.0,1.0,2200000.0,1.6,187.0,-37.8003,3065.0,Northern Metropolitan
Seddon,258 Nicholson St,2016-07-16,house,3.0,2.0,1.0,920000.0,6.6,309.0,-37.807,3011.0,Western Metropolitan
Templestowe Lower,258 Thompsons Rd,2017-05-20,house,3.0,1.0,3.0,1180000.0,13.8,655.0,-37.7685,3107.0,Eastern Metropolitan
Newport,259 Douglas Pde,2017-10-21,house,3.0,1.0,2.0,1189000.0,6.2,372.0,-37.84776,3015.0,Western Metropolitan
Pascoe Vale,259 Sussex St,2016-05-28,house,3.0,1.0,1.0,612500.0,9.9,522.0,-37.7187,3044.0,Northern Metropolitan
South Yarra,25A Albion St,2017-10-28,house,3.0,2.0,2.0,1700000.0,2.7,,-37.84307,3141.0,Southern Metropolitan
Glen Iris,25A Beryl St,2017-09-03,house,3.0,2.0,2.0,1300000.0,7.3,400.0,-37.85223,3146.0,Southern Metropolitan
Surrey Hills,25A Chestnut St,2018-02-17,townhouse,,,,1300000.0,10.2,,,3127.0,Southern Metropolitan
Coburg,25A Ohea St,2017-02-25,house,3.0,1.0,2.0,835000.0,7.8,385.0,-37.7376,3058.0,Northern Metropolitan
Bentleigh East,25A Surrey St,2016-05-28,townhouse,,,,1210000.0,13.9,,,3165.0,Southern Metropolitan
Bentleigh,25B Luckins Rd,2017-05-20,townhouse,4.0,2.0,2.0,1300000.0,13.0,352.0,-37.9317,3204.0,Southern Metropolitan
Altona North,25B Sutton Av,2017-12-09,unit,,,,635000.0,9.4,,,3025.0,Western Metropolitan
Springvale South,25C Mackay St,2017-09-03,house,4.0,2.0,2.0,850000.0,22.2,584.0,-37.97291,3172.0,South-Eastern Metropolitan
Hoppers Crossing,26 Abbotswood Dr,2017-08-26,house,4.0,2.0,2.0,602000.0,18.4,603.0,-37.84958,3029.0,Western Metropolitan
Wantirna South,26 Aisbett Av,2018-02-10,house,5.0,2.0,2.0,1371000.0,14.7,911.0,-37.86148,3152.0,Eastern Metropolitan
Delahey,26 Aitken Dr,2017-12-09,house,3.0,2.0,2.0,600000.0,18.0,566.0,-37.716,3037.0,Western Metropolitan
Bentleigh East,26 Almurta Rd,2016-09-17,house,3.0,1.0,1.0,1200000.0,13.9,721.0,-37.9244,3165.0,Southern Metropolitan
Campbellfield,26 Augusta Av,2017-12-09,house,4.0,1.0,2.0,620000.0,16.6,660.0,-37.67119,3061.0,Northern Metropolitan
Ascot Vale,26 Ayr St,2016-04-16,house,4.0,2.0,1.0,1430000.0,5.9,461.0,-37.78,3032.0,Western Metropolitan
Balwyn,26 Belgrove Av,2016-12-03,house,,,,2290000.0,9.7,,,3103.0,Southern Metropolitan
Ripponlea,26 Bell St,2016-06-27,townhouse,2.0,2.0,1.0,755000.0,7.4,66.0,-37.8813,3185.0,Southern Metropolitan
Sunshine West,26 Bell St,2016-11-07,house,4.0,2.0,3.0,645400.0,13.5,765.0,-37.786,3020.0,Western Metropolitan
Dandenong North,26 Blaxland Dr,2017-10-28,house,5.0,3.0,2.0,775000.0,24.7,736.0,-37.94059,3175.0,South-Eastern Metropolitan
Bentleigh East,26 Boronia St,2016-09-10,house,3.0,1.0,1.0,1010000.0,13.9,597.0,-37.9126,3165.0,Southern Metropolitan
Tarneit,26 Bradman Dr,2017-07-22,house,4.0,2.0,2.0,463500.0,18.4,371.0,-37.867,3029.0,Western Metropolitan
Essendon,26 Bradshaw St,2017-02-11,house,4.0,2.0,1.0,1402000.0,8.0,554.0,-37.7508,3040.0,Western Metropolitan
Doncaster,26 Brendan Av,2016-11-07,house,,,,1605000.0,13.9,,,3108.0,Eastern Metropolitan
Viewbank,26 Broadlea Cr,2016-07-16,house,,,,1137000.0,13.8,,,3084.0,Eastern Metropolitan
Bentleigh,26 Buckingham Av,2016-09-24,house,,,,1860000.0,13.0,,,3204.0,Southern Metropolitan
Yarraville,26 Buninyong St,2017-05-20,house,3.0,2.0,2.0,1370000.0,7.0,389.0,-37.8181,3013.0,Western Metropolitan
Kealba,26 Calverton Rd,2016-08-22,house,4.0,1.0,2.0,500000.0,15.0,574.0,-37.7336,3021.0,Western Metropolitan
Middle Park,26 Canterbury Rd,2017-04-08,house,3.0,1.0,0.0,1420000.0,4.1,112.0,-37.8447,3206.0,Southern Metropolitan
Strathmore,26 Carnarvon Rd,2017-09-16,house,3.0,1.0,2.0,1720000.0,8.2,631.0,-37.73887,3041.0,Western Metropolitan
Caulfield North,26 Carnarvon Rd,2017-10-21,house,3.0,2.0,,1825000.0,7.8,260.0,-37.86924,3161.0,Southern Metropolitan
Doncaster East,26 Champion St,2017-07-15,house,3.0,1.0,2.0,1735000.0,14.3,725.0,-37.78707,3109.0,Eastern Metropolitan
Richmond,26 Charles St,2017-12-09,house,3.0,2.0,1.0,2200000.0,2.4,155.0,-37.82394,3121.0,Northern Metropolitan
Reservoir,26 Churchill Av,2016-06-27,house,,,,450000.0,11.2,,,3073.0,Northern Metropolitan
Balwyn,26 Clapham St,2017-12-09,house,4.0,2.0,2.0,2035000.0,7.9,,-37.81214,3103.0,Southern Metropolitan
Avondale Heights,26 Clarendon St,2017-07-22,house,4.0,1.0,1.0,665000.0,9.5,538.0,-37.76518,3034.0,Western Metropolitan
Highett,26 Clyde St,2017-10-21,townhouse,,,,1260000.0,16.0,,-37.94493,3190.0,Southern Metropolitan
Westmeadows,26 Coghill St,2017-07-01,house,3.0,2.0,1.0,578000.0,16.5,308.0,-37.67485,3049.0,Northern Metropolitan
Broadmeadows,26 Colin Ct,2018-03-10,house,3.0,1.0,2.0,650000.0,14.0,880.0,-37.69336,3047.0,Northern Metropolitan
Williamstown,26 Collins St,2016-11-19,house,3.0,1.0,2.0,1270000.0,8.0,470.0,-37.8587,3016.0,Western Metropolitan
Mernda,26 Coppice St,2017-07-01,house,4.0,2.0,2.0,670000.0,25.9,512.0,-37.58676,3754.0,Northern Metropolitan
Mill Park,26 Coventry Cr,2017-07-08,house,3.0,2.0,2.0,767500.0,17.9,649.0,-37.67633,3082.0,Northern Metropolitan
Newport,26 Croker St,2016-07-26,townhouse,4.0,3.0,3.0,930000.0,8.4,278.0,-37.8468,3015.0,Western Metropolitan
Noble Park,26 David St,2017-11-18,house,,,,760000.0,22.7,,,3174.0,South-Eastern Metropolitan
Bellfield,26 Davidson St,2018-01-06,house,3.0,1.0,2.0,810000.0,8.8,,-37.75148,3081.0,Eastern Metropolitan
Camberwell,26 Ellsworth Cr,2017-05-13,house,,,,1700000.0,7.8,,,3124.0,Southern Metropolitan
Newport,26 Elphin St,2016-11-19,house,3.0,2.0,0.0,1200000.0,8.4,288.0,-37.8426,3015.0,Western Metropolitan
Craigieburn,26 Emerald Cct,2017-10-21,house,3.0,2.0,2.0,555000.0,20.6,,-37.58994,3064.0,Northern Metropolitan
Reservoir,26 Erskine Av,2017-12-09,house,3.0,1.0,2.0,835000.0,12.0,700.0,-37.72269,3073.0,Northern Metropolitan
South Yarra,26 Fawkner St,2016-10-08,house,2.0,1.0,0.0,1455000.0,3.3,225.0,-37.8421,3141.0,Southern Metropolitan
Caulfield South,26 Flowers St,2016-09-03,house,3.0,2.0,2.0,1577500.0,9.3,357.0,-37.8896,3162.0,Southern Metropolitan
Wantirna South,26 Fonteyn Dr,2017-11-11,house,3.0,1.0,1.0,1005000.0,14.7,,-37.8791,3152.0,Eastern Metropolitan
Mill Park,26 Freeman Cr,2018-02-24,house,3.0,2.0,2.0,612500.0,17.9,549.0,-37.66681,3082.0,Northern Metropolitan
Caulfield South,26 Gardenvale Rd,2017-05-13,house,2.0,1.0,1.0,1104000.0,9.3,534.0,-37.8989,3162.0,Southern Metropolitan
Templestowe Lower,26 Gertrude St,2017-10-28,house,4.0,2.0,2.0,1321000.0,12.4,732.0,-37.76518,3107.0,Eastern Metropolitan
Plumpton,26 Goulding Dr,2018-03-03,house,,,,677500.0,23.8,,,3335.0,Western Metropolitan
Yarraville,26 Grace St,2018-01-06,house,3.0,2.0,2.0,1000000.0,6.3,,-37.81095,3013.0,Western Metropolitan
Craigieburn,26 Grange Ri,2018-01-06,house,,,,688000.0,20.6,,,3064.0,Northern Metropolitan
Ascot Vale,26 Harmony Rd,2017-09-03,house,,,,877000.0,4.3,,,3032.0,Western Metropolitan
Northcote,26 Hayes St,2016-11-19,house,3.0,1.0,0.0,1474000.0,5.5,304.0,-37.7642,3070.0,Northern Metropolitan
Mount Waverley,26 Headingley Rd,2017-12-09,house,3.0,1.0,1.0,1100000.0,14.2,728.0,-37.86393,3149.0,Eastern Metropolitan
Mount Waverley,26 Headingley Rd,2018-03-03,house,3.0,1.0,1.0,1330000.0,14.2,728.0,-37.86393,3149.0,Eastern Metropolitan
Keilor East,26 Heather Av,2016-04-16,house,,,,762000.0,12.8,,,3033.0,Western Metropolitan
Brighton East,26 Hodder St,2016-12-03,house,2.0,1.0,2.0,1250000.0,10.7,443.0,-37.9077,3187.0,Southern Metropolitan
Kensington,26 Hopetoun St,2016-11-19,house,2.0,1.0,1.0,1155000.0,4.2,197.0,-37.7918,3031.0,Northern Metropolitan
Templestowe Lower,26 Horsfall St,2016-11-27,house,4.0,2.0,2.0,1650000.0,13.8,673.0,-37.7647,3107.0,Eastern Metropolitan
Reservoir,26 Howard St,2017-08-19,house,2.0,2.0,2.0,971000.0,12.0,,-37.71939,3073.0,Northern Metropolitan
South Yarra,26 Howitt St,2017-05-20,unit,2.0,1.0,1.0,851000.0,3.3,284.0,-37.8471,3141.0,Southern Metropolitan
Camberwell,26 Hunter Rd,2017-02-25,house,3.0,1.0,2.0,2105000.0,7.8,692.0,-37.8379,3124.0,Southern Metropolitan
Maidstone,26 Inkerman St,2016-02-04,house,3.0,1.0,1.0,1200000.0,9.2,589.0,-37.7863,3012.0,Western Metropolitan
Murrumbeena,26 Innellan Rd,2016-05-28,house,3.0,1.0,2.0,1220000.0,12.1,735.0,-37.8943,3163.0,Southern Metropolitan
Burwood,26 Inverness Av,2016-09-24,house,,,,1116000.0,11.7,,,3125.0,Southern Metropolitan
Deer Park,26 Irvine St,2017-07-15,house,3.0,1.0,0.0,535000.0,14.8,675.0,-37.76496,3023.0,Western Metropolitan
South Morang,26 Kingfisher Pl,2018-03-03,house,4.0,2.0,2.0,730000.0,20.5,652.0,-37.65766,3752.0,Northern Metropolitan
Macleod,26 Kinlock St,2017-11-04,house,,,,870000.0,12.7,,,3085.0,Northern Metropolitan
Ascot Vale,26 Langs Rd,2017-06-17,house,,,,1360000.0,4.3,,,3032.0,Western Metropolitan
Fawkner,26 Ledger Av,2017-03-18,house,,,,760500.0,12.4,,,3060.0,Northern Metropolitan
Fawkner,26 Leighton Cr,2017-10-21,house,3.0,1.0,1.0,940000.0,13.1,1038.0,-37.69277,3060.0,Northern Metropolitan
Carnegie,26 Leila Rd,2016-08-28,house,2.0,2.0,1.0,1716000.0,11.4,817.0,-37.9007,3163.0,Southern Metropolitan
Keilor East,26 Limestone Av,2016-06-04,house,,,,1100000.0,12.8,,,3033.0,Western Metropolitan
Preston,26 Lovelace St,2016-05-22,house,2.0,1.0,1.0,771000.0,8.8,484.0,-37.7427,3072.0,Northern Metropolitan
Epping,26 Lowalde Dr,2017-08-26,house,3.0,1.0,2.0,595000.0,19.6,536.0,-37.64972,3076.0,Northern Metropolitan
Viewbank,26 Lyon Rd,2016-05-07,house,4.0,2.0,1.0,1102500.0,13.8,659.0,-37.7373,3084.0,Eastern Metropolitan
Brunswick,26 Macfarland St,2017-08-12,house,3.0,1.0,1.0,1310000.0,5.2,302.0,-37.76085,3056.0,Northern Metropolitan
Mitcham,26 Madison Bvd,2017-12-09,house,3.0,2.0,2.0,890000.0,17.2,,-37.82227,3132.0,Eastern Metropolitan
Ringwood,26 Major St,2017-07-22,house,3.0,2.0,2.0,882500.0,19.9,918.0,-37.794,3134.0,Eastern Metropolitan
Mount Waverley,26 Malcolm Ct,2017-07-01,house,5.0,3.0,3.0,1600000.0,14.2,728.0,-37.8778,3149.0,Eastern Metropolitan
Heidelberg Heights,26 Marie Av,2017-03-18,house,,,,755000.0,10.5,,,3081.0,Eastern Metropolitan
Bentleigh East,26 May St,2017-06-17,house,3.0,1.0,3.0,1525000.0,13.8,581.0,-37.9178,3165.0,Southern Metropolitan
Balwyn North,26 Maylands Av,2017-08-12,house,3.0,1.0,2.0,1739000.0,9.7,638.0,-37.79843,3104.0,Southern Metropolitan
Reservoir,26 Mcfadzean Av,2017-11-11,house,3.0,1.0,2.0,821000.0,12.0,493.0,-37.7064,3073.0,Northern Metropolitan
Coburg,26 Mckay St,2018-03-03,house,2.0,1.0,1.0,857000.0,6.7,236.0,-37.73936,3058.0,Northern Metropolitan
Mulgrave,26 Merrill St,2017-11-25,house,3.0,1.0,2.0,925000.0,18.8,738.0,-37.9289,3170.0,South-Eastern Metropolitan
